GDD5,MTCO,Abies,Alnus,Betula,Picea,Pinus D,Quercus D,Gramineae
2361,-3.6,0,163,186,18,110,332,18
1338,-12.7,37,20,567,139,70,20,24
2363,-1.8,0,13,438,0,79,150,52
2507,-3.3,0,8,57,0,40,714,0
1938,-10,0,33,388,25,68,172,53
433,-23.1,0,235,334,259,25,0,25
243,-19.6,0,154,213,285,2,0,12
1355,-11.2,32,39,581,138,80,14,32
1362,-10.6,51,116,402,176,116,6,9
1843,-8.4,8,63,270,55,119,103,119
2395,-6.6,0,11,11,0,22,425,156
684,-10.5,3,203,278,391,58,0,6
2394,-5.1,0,0,0,6,240,492,19
1860,-11.7,10,54,334,3,312,54,29
1756,-9.2,58,22,510,89,89,44,13
1749,-9.7,20,6,589,42,152,14,0
1756,-9.3,50,24,448,133,111,44,14
1766,-9,5,17,557,38,140,45,11
1949,-7.8,28,8,299,53,299,72,17
1773,-10,14,22,414,92,175,71,21
1781,-8.9,26,34,354,67,287,57,15
1707,-9.4,16,28,375,180,137,55,8
1776,-9.7,17,27,348,111,156,79,28
2250,-1.6,0,12,94,12,375,335,79
2142,-1.2,0,7,49,0,562,176,140
2185,-1.1,0,18,73,6,351,335,105
2221,-1.2,0,39,63,0,448,252,118
2263,-1,0,12,57,0,304,271,223
2159,-1.7,2,5,81,0,310,321,104
2294,-3.1,3,18,185,3,200,458,25
1462,-10.6,56,56,513,166,130,11,5
1133,-12.9,54,68,576,139,114,12,9
1350,-12.4,99,84,523,122,44,19,7
1456,-11.1,41,39,487,158,132,16,19
193,-21.5,0,296,254,276,22,0,57
206,-19.3,0,93,93,54,0,0,467
189,-21.5,0,20,417,291,20,0,20
568,-30.4,0,66,107,371,310,0,5
455,-31.8,0,132,153,208,271,0,0
448,-31.9,0,54,429,196,161,0,9
420,-32.5,0,136,349,98,229,0,31
331,-30.7,0,62,261,56,180,0,124
255,-31.2,0,90,129,96,276,0,33
93,-19.5,0,138,161,150,23,0,81
160,-20.4,0,129,273,37,6,0,37
95,-21.2,0,380,260,129,28,0,65
96,-20.3,0,132,331,96,22,0,59
215,-19.8,0,330,313,121,16,0,13
188,-20.1,0,122,409,97,40,0,75
439,-23.1,0,74,74,274,10,0,31
51,-21.6,0,55,88,84,12,0,197
253,-22.8,0,90,486,270,27,0,9
313,-21.3,0,53,331,542,12,0,3
513,-18.4,10,96,87,772,16,0,0
1048,-13.7,31,65,178,396,103,8,21
478,-18.8,87,286,108,362,97,1,21
1600,-6.7,11,11,401,195,253,22,16
1672,-5.3,10,26,259,297,260,41,41
422,-22.9,0,139,208,146,21,0,3
439,-23.1,0,71,71,273,11,0,28
90,-22.1,0,47,71,40,31,0,214
2287,-0.7,0,11,145,0,128,0,217
575,-14.1,18,26,491,72,76,59,35
1564,-12.6,31,21,319,89,108,17,107
1649,-11.3,8,31,334,64,205,80,104
181,-24.3,0,96,445,168,18,0,14
1592,-12.5,10,43,344,111,224,29,121
1790,-8.9,11,34,557,45,63,30,46
473,-22.4,0,409,164,272,77,0,9
1536,-12.5,10,5,705,93,117,12,4
1041,-20.2,2,70,169,422,165,8,11
2370,-5,0,8,23,5,49,432,129
1497,-10.9,7,16,187,51,586,25,38
2277,-8.5,3,11,42,5,33,407,99
2231,-6.7,0,0,0,14,134,23,176
1716,-15.6,11,47,140,14,523,78,47
1972,-13.8,3,5,2,5,66,6,110
1099,-21.1,2,68,118,239,445,13,20
1318,-19.6,1,99,118,344,263,8,26
1334,-20,4,51,55,139,679,5,18
1391,-19.5,5,48,51,80,730,2,39
1123,-23,1,106,146,224,458,0,7
1305,-20.9,0,77,120,218,271,2,91
1266,-20.8,1,83,101,202,309,1,104
1132,-22.5,1,138,171,211,425,0,7
1411,-17.5,0,25,22,22,149,2,169
1169,-21.4,0,87,114,291,425,1,8
1071,-23.2,1,42,71,224,615,0,8
1086,-22.9,0,47,87,279,540,0,9
1208,-19.9,3,173,265,136,234,15,33
736,-26.8,0,133,51,83,642,0,0
1086,-19.9,2,121,143,118,377,0,73
1628,-11.7,30,29,280,126,157,23,151
929,-21.1,0,99,172,392,144,4,9
1067,-20,1,86,253,428,119,4,8
461,-28.4,0,49,50,292,260,0,14
1348,-19.8,6,98,87,257,482,5,4
2380,-10,0,10,166,10,77,265,135
2211,-10.6,0,129,93,0,75,57,265
2220,-10.8,4,120,103,13,323,203,77
2109,-11.9,0,33,121,3,271,121,178
1636,-12.2,11,45,205,41,475,86,26
1641,-11.7,4,56,341,13,134,120,103
2147,-9.5,5,35,91,0,96,538,50
2118,-9.8,0,18,93,5,129,545,102
2240,-8.7,0,9,40,4,96,163,580
2249,-8.8,0,13,106,0,79,586,37
2300,-8.8,0,10,38,0,5,471,219
2194,-9,0,0,31,0,25,400,313
2197,-9,0,17,44,0,50,598,119
2358,-7.9,3,43,284,13,338,153,30
2402,-7.7,0,4,0,4,37,201,578
2362,-7.9,0,10,21,0,84,497,157
529,-12.1,11,51,71,821,11,0,9
323,-22,5,153,226,532,27,0,14
1122,-22.4,0,153,353,137,301,0,4
512,-24.2,5,168,184,524,56,11,9
62,-22.7,0,87,51,58,35,0,74
325,-21.5,7,177,153,489,37,0,7
612,-21.5,29,80,90,657,116,0,3
490,-23.6,0,184,255,434,26,0,11
638,-20.4,56,90,139,626,61,0,2
877,-27,0,352,138,191,233,0,0
745,-11.6,218,127,473,0,0,0,18
469,-31.5,3,110,145,279,208,0,0
836,-15.4,95,95,64,714,23,0,0
208,-23,0,285,275,208,32,0,32
598,-24.5,0,49,53,703,125,3,0
444,-24,0,183,242,451,36,3,6
364,-29.6,0,448,264,43,9,0,58
225,-31.8,0,315,407,57,0,0,45
449,-28.7,0,483,237,173,3,0,22
494,-30.3,0,385,270,297,1,0,6
492,-30.5,0,274,200,436,6,0,37
529,-30.3,0,215,185,275,288,0,3
540,-30.2,0,252,197,151,352,0,1
442,-28.8,0,425,250,208,9,0,14
407,-30.4,0,156,88,609,44,0,13
416,-29.9,0,278,143,357,0,0,8
420,-31.5,0,409,322,159,0,0,9
370,-29.6,0,520,284,91,4,0,23
439,-30.3,0,479,225,225,2,0,8
1599,-17.1,0,32,41,18,73,308,106
1279,-20.9,1,87,155,220,400,8,29
1198,-19.9,0,119,259,185,190,7,45
1103,-21,2,164,337,146,108,5,55
1143,-22.8,0,237,203,152,306,1,15
2045,-12.7,0,116,277,221,224,0,36
1227,-23.7,0,32,24,330,586,0,4
766,-26.7,0,108,84,250,508,3,3
2067,-14.8,4,51,75,44,88,49,198
520,-27.2,0,182,187,261,240,0,21
791,-20.2,0,205,107,238,414,0,9
775,-19.4,4,65,63,237,595,0,2
760,-19.6,2,115,120,216,483,0,8
710,-29.5,0,314,193,434,11,0,16
626,-29.3,0,136,189,442,205,0,4
551,-31.6,0,171,184,600,32,0,0
796,-24.2,4,168,191,236,351,0,19
0,-34.4,0,0,398,0,0,0,159
0,-33.3,0,0,0,0,0,0,152
0,-33.2,0,0,0,0,0,0,200
0,-33.3,0,0,0,0,0,0,254
0,-33.2,0,0,0,0,0,0,431
0,-33,0,0,0,0,0,0,327
0,-33.7,0,0,0,0,0,0,294
0,-33.6,0,0,0,0,0,0,386
0,-34.2,0,0,0,0,0,0,430
0,-35,0,0,0,0,0,0,379
0,-34.7,0,0,0,0,0,0,226
0,-35,0,0,0,0,0,0,248
1597,-10.2,0,17,4,31,357,0,164
1034,-11.5,0,14,56,233,635,0,18
1019,-11.9,4,42,64,218,513,0,44
1165,-11.8,6,19,29,188,736,0,0
1134,-10.5,0,17,6,21,224,0,414
924,-11.1,6,21,19,117,767,0,8
805,-11.7,12,6,14,110,838,0,2
337,-15.2,10,15,17,134,781,0,4
666,-14.1,4,13,15,134,804,0,2
891,-12.7,2,12,6,99,869,0,0
1010,-12.9,0,44,37,289,616,0,2
1011,-13.8,0,16,60,253,651,0,6
1168,-13.5,2,10,39,260,673,0,4
2265,-9.5,2,48,252,199,389,0,10
968,-16.6,2,42,92,233,564,0,7
1167,-14.9,0,48,96,203,601,0,6
1143,-15.9,0,96,104,199,517,0,10
1194,-13.9,8,68,51,177,647,0,12
920,-21.1,10,58,77,327,484,0,4
941,-22.7,0,170,211,344,178,0,16
878,-24.5,0,59,178,355,376,0,0
965,-25.3,0,57,148,392,379,0,0
871,-27.6,0,87,152,550,172,0,4
862,-26.8,0,92,241,403,219,0,0
731,-27.9,0,132,194,494,147,0,0
699,-29.7,0,77,126,620,153,0,0
751,-29.4,0,66,96,521,285,0,0
772,-29.6,0,101,114,475,281,0,0
953,-27.5,0,146,168,421,235,0,2
738,-29.7,0,105,188,525,157,0,0
684,-29.6,0,220,261,414,70,0,4
738,-28.5,0,78,217,591,55,0,0
702,-28.6,0,61,175,679,61,0,0
713,-29.9,0,160,232,564,18,0,8
579,-30.5,0,210,199,512,54,0,0
721,-29,0,105,91,711,51,0,2
835,-27.3,0,98,206,333,320,0,2
534,-29.3,0,64,152,353,336,0,0
1215,-17.3,0,70,186,339,215,0,27
1143,-16.8,4,112,230,353,232,0,17
1106,-18.1,11,99,125,443,270,0,0
1117,-17.5,4,70,247,351,233,0,16
1223,-17.9,3,52,170,474,220,0,5
1230,-17.2,2,28,116,221,368,0,46
1329,-15.7,2,49,91,194,396,0,45
1274,-13.3,2,40,86,149,430,0,64
1356,-15.1,0,20,36,44,239,0,93
1480,-14.3,0,32,13,21,216,0,243
1359,-12.3,0,15,11,34,433,0,114
1683,-10.2,0,0,0,15,184,0,145
1692,-8.5,0,15,9,32,434,0,130
1053,-10.2,2,17,46,98,765,0,27
1407,-9.1,0,14,0,44,385,0,132
1453,-10.2,0,22,19,39,392,0,152
1226,-10.4,0,2,14,49,444,0,149
316,-30.6,0,198,291,136,20,0,73
321,-30.5,0,328,244,199,12,0,60
283,-31,0,157,267,99,23,0,94
356,-30.1,0,359,238,107,19,0,96
378,-29.5,0,566,253,43,4,0,18
334,-29.7,0,297,195,65,7,0,89
379,-29.3,0,465,272,137,8,0,0
285,-30.9,0,170,406,93,29,0,103
404,-30,0,342,340,218,6,0,21
318,-31.3,0,306,272,272,13,0,23
396,-29.8,0,276,312,289,5,0,20
381,-30.3,0,274,331,286,4,0,14
147,-31.6,0,168,217,149,8,0,71
166,-31.6,0,209,220,207,10,0,62
72,-31,0,238,179,207,16,0,28
63,-31.3,0,229,237,137,12,0,37
106,-31.1,0,216,225,217,13,0,68
85,-31.3,0,183,221,145,8,0,70
756,-25.1,0,12,83,273,491,0,0
971,-25.1,9,118,95,327,294,0,0
740,-21.1,0,216,377,369,0,0,13
290,-10.6,0,98,692,0,2,0,16
178,-11.8,0,90,550,0,2,0,52
136,-9.4,0,70,347,11,5,0,141
118,-9.8,0,71,133,11,8,0,113
3,-23.6,0,5,20,10,5,0,132
3,-23.6,0,9,71,0,2,0,17
10,-26.7,0,0,0,0,0,0,99
175,-4.1,0,26,635,0,0,0,50
194,-3.6,0,50,186,22,6,0,111
196,-12.3,0,10,429,2,0,0,204
184,-4.2,0,13,360,1,0,0,264
317,-5.6,0,5,203,0,0,0,347
175,-5.1,0,0,0,0,0,0,77
0,-30.5,0,0,0,0,0,0,390
163,-13.8,0,0,59,0,0,0,902
156,-7.3,0,15,28,0,7,0,93
0,-16.1,0,0,62,0,0,0,261
3,-15.6,0,0,270,0,0,0,233
0,-16.6,0,0,133,0,9,0,63
0,-22.7,0,0,46,27,0,0,184
8,-15.5,0,0,438,0,0,0,98
0,-30.3,0,14,222,125,195,0,250
446,-23.3,0,140,101,684,22,0,4
460,-23.3,0,199,70,654,26,2,8
429,-23.6,0,187,111,580,76,1,8
416,-23.8,0,90,82,763,27,1,3
424,-23.4,2,129,133,668,12,3,12
408,-23.9,0,279,181,495,19,0,1
431,-22.8,0,361,233,326,17,2,17
410,-23.7,0,84,96,752,14,0,7
385,-24,0,343,251,351,10,2,7
358,-24,0,96,78,754,12,5,9
355,-24,0,222,264,442,8,0,8
366,-23.9,2,286,196,438,11,2,9
341,-23.9,0,113,132,662,22,2,5
264,-24.5,0,176,231,449,22,0,7
255,-24.1,0,139,323,349,13,2,17
249,-24.2,0,346,357,217,6,0,15
249,-24.2,0,234,316,317,12,0,23
218,-24.5,0,99,446,205,32,0,23
195,-24.3,0,129,445,202,7,2,27
188,-24.4,0,125,502,143,22,0,11
188,-24.4,0,145,471,211,2,0,13
178,-24.1,0,146,449,186,12,0,16
164,-24.3,0,180,465,136,2,0,2
178,-24.1,0,103,535,182,6,0,6
263,-28.8,0,192,405,174,0,0,58
156,-29.5,0,255,310,295,0,0,26
18,-32.5,0,247,405,205,0,0,21
1,-33.2,0,261,328,102,0,0,29
34,-31.2,0,307,250,193,0,0,17
45,-30.6,0,266,277,223,0,0,11
257,-27.2,0,275,272,283,0,0,59
31,-30.4,0,269,383,116,0,0,38
124,-29,0,291,362,192,0,0,42
270,-27.2,0,255,384,188,0,0,82
337,-27,0,341,267,279,0,0,29
321,-27.7,0,244,244,159,0,0,16
317,-28,0,231,342,340,0,0,49
344,-26.4,0,233,355,200,0,0,91
380,-26.4,0,159,268,390,0,0,59
407,-26,0,237,293,285,0,0,70
400,-26.1,0,332,348,234,0,0,13
456,-26,0,206,459,231,0,0,34
538,-24.9,0,212,404,261,0,0,19
501,-24.7,0,282,406,167,0,0,53
527,-24.3,0,213,432,281,0,0,15
424,-25.4,0,332,300,223,0,0,49
474,-25.5,0,304,371,209,0,0,18
523,-25.8,0,337,333,212,0,0,29
560,-25.5,0,191,323,316,0,0,38
406,-27.4,0,201,282,413,0,0,64
327,-28,0,299,366,229,0,0,26
194,-29.7,0,396,351,147,0,0,20
94,-31,0,275,346,57,0,0,39
117,-28.3,0,311,235,78,0,0,46
166,-26.7,0,256,298,44,0,0,46
185,-25.1,0,497,215,46,0,0,54
240,-22.7,0,302,235,65,0,0,93
364,-21.4,0,302,271,66,0,0,73
293,-20.7,0,94,304,2,0,0,242
199,-21.1,0,69,150,0,0,0,398
107,-21.8,0,84,138,12,0,0,363
95,-23.6,0,96,155,30,0,0,68
183,-22.2,0,95,257,22,0,0,187
200,-21.9,0,89,437,11,0,0,133
393,-21.9,0,354,229,39,0,0,142
365,-22.6,0,298,298,63,0,0,119
420,-23.5,0,228,373,32,0,0,153
450,-24,0,306,320,121,0,0,88
383,-24.2,0,487,277,77,0,0,30
393,-25.7,0,384,343,112,0,0,34
399,-25.6,0,362,314,124,0,0,29
487,-25.5,0,304,319,183,0,0,92
641,-24.6,0,194,455,248,0,0,46
716,-23.7,0,194,569,168,0,0,41
537,-25.2,0,293,361,226,0,0,42
636,-23.8,0,185,383,322,0,0,19
682,-23.1,0,167,375,351,0,0,60
691,-23.3,0,236,529,208,0,0,9
629,-24.4,0,227,385,280,0,0,54
553,-25.1,0,236,374,338,0,0,10
480,-25.6,0,164,368,382,0,0,12
522,-25,0,176,440,137,0,0,141
450,-25.8,0,224,463,261,0,0,16
385,-27,0,301,472,53,0,0,64
113,-28.9,0,99,205,34,0,0,160
111,-28.6,0,100,159,16,0,0,55
91,-28.2,0,145,152,27,0,0,127
92,-28.4,0,49,102,21,0,0,75
121,-28.1,0,93,159,18,0,0,77
123,-28.2,0,83,115,18,0,0,328
140,-28.1,0,63,131,10,0,0,44
142,-28.4,0,253,236,8,0,0,43
116,-29.1,0,126,333,32,0,0,52
96,-30.1,0,277,198,59,0,0,68
154,-29.2,0,645,202,16,0,0,8
316,-27,0,531,238,117,0,0,8
119,-32.1,0,342,363,95,0,0,28
119,-32.1,0,344,285,132,0,0,78
78,-31,0,442,243,130,0,0,13
137,-29.9,0,491,243,136,0,0,16
112,-30.3,0,459,207,162,0,0,20
42,-30.7,0,299,288,57,0,0,47
174,-29.3,0,388,276,117,0,0,16
112,-30.3,0,448,184,203,0,0,22
372,-26.9,0,278,385,176,0,0,18
521,-26.3,0,230,378,340,0,0,4
170,-28.5,0,602,233,73,0,0,3
403,-26.2,0,317,331,254,0,0,22
485,-25.3,0,252,273,403,0,0,14
93,-27.7,0,124,259,28,0,0,69
13,-27,0,177,233,19,0,0,65
48,-27.8,0,149,198,18,4,0,131
85,-25.5,0,99,249,31,0,0,130
13,-27.1,0,78,203,7,0,0,244
0,-28,0,46,82,16,0,0,381
5,-29.1,0,303,186,32,0,0,61
12,-28.1,0,86,110,11,0,0,181
79,-26.8,0,110,286,14,0,0,100
0,-27.8,0,88,105,7,0,0,429
196,-24.2,0,206,394,28,2,0,70
343,-23.4,0,466,294,79,0,0,57
463,-25.1,0,275,393,89,0,0,81
90,-28.2,0,128,170,33,0,0,226
186,-30.3,0,322,372,162,0,0,13
297,-28,0,307,325,108,0,0,75
69,-29.3,0,269,374,68,3,0,37
419,-25.9,0,286,278,329,0,0,22
416,-25.9,0,457,305,165,0,0,17
417,-25.9,0,346,236,330,0,0,27
366,-26.2,0,515,245,165,0,0,17
78,-31.7,0,310,262,54,2,0,21
207,-17.9,0,34,106,5,0,0,235
226,-17.9,0,39,105,5,0,0,292
251,-18.6,0,38,150,2,0,0,325
316,-18.8,0,67,185,13,0,0,243
300,-19.5,0,106,142,24,2,0,223
319,-19.6,0,88,145,20,2,0,274
493,-23.1,0,208,173,49,2,0,327
738,-22.9,0,137,239,532,0,0,12
787,-23.9,0,161,307,388,0,0,43
706,-24.2,0,128,387,242,2,0,89
650,-24.2,0,122,342,383,0,0,42
334,-18.9,0,194,228,56,0,0,109
449,-21.4,0,312,205,3,0,0,138
419,-21.1,0,126,157,7,0,0,304
147,-28.4,0,383,195,114,0,0,23
109,-27.1,0,211,198,25,0,0,50
164,-25.5,0,250,230,74,0,0,52
289,-22.1,0,86,171,36,0,0,77
322,-21.4,0,215,215,60,0,0,63
246,-21.1,0,79,198,5,0,0,126
741,-23.1,0,173,503,249,0,0,31
706,-22.9,0,173,451,318,0,0,9
644,-22.2,0,170,363,399,0,0,9
622,-22.1,0,142,260,463,0,0,41
385,-23.1,0,350,269,260,2,0,27
347,-23.4,0,361,299,254,4,0,13
422,-22.3,0,229,222,304,4,0,106
436,-21.3,0,208,162,539,5,0,9
453,-20.6,0,372,220,328,0,0,27
467,-21.6,0,182,177,471,2,0,41
580,-24,0,198,310,345,0,0,11
644,-24.4,0,170,241,528,7,0,7
646,-24.4,0,200,292,477,2,0,7
672,-25,0,183,359,337,2,0,26
556,-22,0,301,168,480,0,0,9
571,-21.7,0,173,417,278,3,0,28
0,-30.5,0,70,192,33,2,0,40
0,-30.7,0,65,289,18,2,0,70
0,-30.8,0,55,289,37,0,0,167
808,-21.4,0,235,437,287,0,0,13
810,-18.5,0,236,368,328,0,0,26
761,-18.7,0,282,259,377,0,0,48
762,-17.7,0,250,353,137,0,0,97
501,-16.9,0,328,305,193,0,0,55
783,-13.4,0,435,293,110,0,0,77
761,-14.3,0,370,311,47,2,0,78
739,-13.2,0,489,235,31,0,0,144
762,-11.8,0,390,319,24,0,0,144
647,-11.7,0,437,247,33,0,0,145
745,-11.7,0,400,307,19,0,0,120
738,-11.7,0,278,228,9,0,0,225
737,-11.6,0,175,278,2,0,0,164
744,-13.5,0,307,216,97,0,0,243
675,-14.7,0,679,138,53,0,0,75
635,-14.2,0,757,92,6,2,0,108
679,-12.5,0,431,176,5,0,0,208
562,-14.1,0,740,77,2,0,0,100
635,-13.3,0,104,296,8,0,0,298
631,-13.8,0,110,252,2,0,0,315
570,-12.9,0,59,176,2,0,0,433
516,-12.3,0,64,166,8,0,0,371
588,-14.2,0,94,170,9,0,0,413
637,-14.8,0,134,201,11,2,0,411
627,-16,0,119,263,11,0,0,296
563,-14.5,0,57,160,8,0,0,415
492,-12.9,0,70,121,18,0,0,360
471,-13.8,0,535,127,14,0,0,160
437,-13,0,142,185,13,0,0,313
405,-13.3,0,107,109,27,0,0,279
453,-14,0,128,179,14,0,0,367
444,-14.6,0,240,224,72,0,0,226
505,-15.3,0,387,189,20,0,0,182
510,-14.9,0,287,88,33,0,0,324
577,-16.9,0,343,171,53,0,0,215
603,-17.2,0,160,350,74,0,0,212
712,-18.9,0,407,376,66,0,0,100
704,-19.5,0,189,364,235,0,0,84
799,-20.6,0,185,410,280,0,0,24
794,-21.5,0,169,429,270,0,0,50
697,-20.4,0,232,339,307,2,0,39
714,-21.3,0,254,314,304,0,0,30
600,-24.3,0,313,281,265,0,0,66
873,-20.6,0,341,257,239,0,0,56
500,-24.4,0,343,323,281,0,0,10
478,-24.4,0,276,355,189,0,0,12
472,-23.9,0,357,336,184,0,0,9
874,-19.2,0,347,349,227,0,0,12
749,-18,0,252,569,137,0,0,18
611,-16.1,0,482,374,98,0,0,0
369,-19.4,0,296,280,298,4,0,33
488,-17.4,0,223,175,509,4,0,7
462,-17.7,0,263,194,427,2,0,21
809,-7.9,0,652,50,122,13,0,2
464,-12.4,0,700,23,67,0,0,18
487,-15,0,495,93,319,0,0,14
504,-16.9,0,208,176,444,4,0,15
758,-14.3,0,253,360,321,0,0,22
616,-23,0,161,253,514,2,0,25
708,-21.3,0,205,436,300,0,0,28
676,-21.4,0,118,198,636,0,0,20
3440,-1.1,0,0,5,0,16,285,161
3467,0.2,0,3,0,0,14,86,115
3592,1,5,0,0,0,101,10,727
3383,0.3,5,0,0,8,48,54,244
3159,-2.3,0,0,0,0,15,36,55
2634,-7.8,0,0,0,0,13,0,117
2571,-8.4,0,4,3,0,7,23,402
2354,-10.4,5,0,0,0,35,66,471
2277,-9.9,0,0,71,4,68,556,149
3112,-0.5,5,0,0,3,81,17,208
2760,-6.1,0,0,0,0,9,289,636
3012,-4.1,0,5,5,0,25,136,242
3202,-3.1,0,0,0,0,26,89,105
2231,-6.7,0,0,0,19,185,37,148
2231,-6.7,0,0,0,10,93,10,200
2217,-6.1,0,0,2,2,28,1,102
2262,-5.5,0,0,0,8,157,0,218
1955,-5.6,0,0,0,0,137,0,88
1922,-5.5,0,2,0,0,103,2,83
1678,-7.7,0,0,3,0,12,6,6
1592,-8.1,3,0,0,6,144,3,51
1355,-9.3,0,0,3,0,172,3,74
1286,-9.7,0,0,0,3,335,0,224
1945,-6.4,8,0,0,10,259,0,109
2027,-5.8,8,0,0,0,100,5,82
2019,-5.9,3,0,3,3,113,0,58
2259,-4.8,0,4,0,16,255,0,152
2096,-5.4,0,0,0,0,44,0,61
1039,-11,6,0,0,31,342,0,150
813,-12.5,0,0,0,22,677,0,179
1247,-9.8,2,0,0,7,518,2,182
1707,-7.3,0,3,5,0,266,0,501
1849,-6.8,0,0,0,4,45,4,152
1916,-6.6,0,0,0,3,107,3,256
1907,-6.8,0,0,0,2,204,2,159
1797,-8,0,0,0,0,266,20,181
1381,-10.2,0,0,124,0,724,22,61
2210,-6.4,0,0,0,3,54,0,107
2192,-7.1,0,5,5,8,185,3,319
2157,-7.7,0,0,0,0,42,0,141
2226,-7.9,0,0,0,3,212,0,357
2155,-8.7,0,0,0,2,20,0,225
2161,-9.4,0,0,0,0,18,0,586
2175,-9.3,0,0,0,0,3,3,105
2294,-10.4,0,5,0,0,38,7,387
2361,-10.4,0,0,2,0,25,2,418
2299,-11.2,0,0,0,0,3,3,128
2576,-3.5,0,0,0,0,15,6,143
2554,-8.1,0,5,5,5,88,159,226
1878,-12.6,0,0,0,0,99,7,162
1942,-14.2,0,45,17,6,101,40,232
1810,-15.4,0,17,11,3,129,205,195
1972,-13.8,0,4,3,4,100,7,92
1586,-14.4,4,29,41,20,191,0,62
1457,-17.2,0,0,0,45,303,0,9
1354,-17.4,6,48,68,38,251,0,54
1312,-19.1,0,65,54,44,211,0,92
1212,-20.6,0,90,179,118,324,0,41
1086,-19.9,4,107,190,186,416,0,16
1086,-19.9,0,135,103,58,343,0,124
1086,-20,0,20,23,81,776,0,7
1066,-20.2,0,53,28,122,611,0,32
1340,-19.3,2,104,223,64,403,0,12
1278,-19.8,0,12,29,198,672,0,0
1259,-20,0,68,86,79,320,0,18
1242,-20.2,0,18,18,366,544,0,0
1252,-20.1,0,34,95,195,530,0,10
1252,-20.1,9,154,150,236,176,0,22
1203,-20.5,0,84,64,92,247,2,14
1209,-20.5,0,166,223,170,341,0,26
1184,-20.7,0,46,50,313,470,4,31
1170,-20.9,13,43,47,455,323,0,21
1167,-20.9,0,203,347,167,159,0,8
1163,-21,4,8,25,681,177,0,25
1163,-21.1,9,9,29,309,601,0,9
1079,-21.8,0,37,66,217,432,0,54
1066,-22,15,66,92,331,471,0,0
1048,-22.2,4,72,68,191,590,0,29
1048,-22.3,0,112,175,118,409,0,36
1021,-22.5,0,56,154,228,362,0,0
1003,-22.9,4,80,203,385,228,0,8
986,-23.1,9,155,125,188,491,0,0
963,-23.4,0,180,326,126,308,0,3
736,-26.8,0,120,46,112,656,0,0
736,-26.8,0,161,62,56,678,0,0
773,-27.3,0,343,365,154,119,0,4
773,-27.3,0,559,116,130,182,0,0
690,-28.4,3,251,149,234,333,0,6
518,-30.8,0,297,162,231,260,0,9
2289,-10.4,0,0,15,5,87,133,163
1770,-14.9,13,49,145,26,402,137,85
1746,-15.4,6,73,144,10,539,91,38
1743,-15.4,0,82,177,23,546,6,43
1716,-15.6,15,36,148,6,558,73,27
1716,-15.6,8,59,137,22,505,86,67
1712,-15.9,15,94,165,3,423,109,28
1744,-15.9,8,40,223,11,342,118,43
1799,-15.7,26,30,213,30,274,127,43
1795,-15.8,2,36,178,4,70,173,305
1795,-15.8,3,32,285,12,185,208,41
1798,-15.8,0,31,248,7,157,157,21
1809,-15.8,5,31,150,9,154,201,68
1812,-15.8,2,31,157,14,265,174,85
1840,-15.7,2,31,82,7,187,273,122
1860,-15.6,10,19,74,10,175,236,133
1908,-15.5,0,32,52,3,131,196,127
1900,-15.5,0,15,43,3,133,64,266
2288,-11.1,0,4,10,0,23,151,674
2341,-10.9,0,10,25,0,140,365,172
2288,-11.1,0,13,20,2,72,330,179
2272,-11.2,0,12,30,0,103,383,153
2272,-11.2,0,14,24,2,104,285,300
2251,-11.3,0,2,10,2,51,195,496
2269,-11.2,0,11,27,4,66,274,177
2261,-11.3,0,10,32,4,84,355,135
2263,-11.3,0,8,10,2,59,326,292
2273,-11.3,0,7,19,0,59,493,119
2276,-11.3,0,13,34,2,57,428,148
2276,-11.3,0,6,27,2,94,467,121
2268,-11.4,0,15,23,5,60,199,310
2229,-12,0,12,19,4,49,164,257
2166,-12.5,0,14,7,3,67,352,322
2153,-12.5,2,28,37,0,137,325,177
2164,-12.2,0,42,62,7,147,417,122
2146,-12.5,0,14,25,2,134,487,141
2147,-12.4,0,36,71,2,158,433,94
2088,-12.6,0,39,73,4,146,388,85
2062,-12.8,2,17,50,8,201,123,403
2016,-13,0,53,72,10,356,219,81
1999,-13,6,23,75,0,633,160,23
1956,-13.1,2,20,72,6,537,129,86
1865,-13.9,3,3,115,28,529,93,48
1851,-13.6,7,20,147,12,568,83,48
1772,-13.6,16,26,187,3,624,54,16
1643,-13.7,15,52,170,19,571,45,36
1631,-14,11,38,191,22,544,73,38
1557,-15,21,59,98,30,672,27,37
1507,-15.8,7,68,127,79,527,23,39
1436,-14.8,29,96,261,115,289,39,19
1436,-14.8,23,172,355,145,181,14,33
1325,-14.9,8,127,250,169,292,21,13
1325,-14.9,8,163,188,113,417,14,0
1422,-15.2,13,45,133,99,534,36,18
1422,-15.2,3,62,96,99,545,17,26
1476,-18.3,0,65,219,277,162,7,63
1529,-18,0,126,153,280,129,2,74
1470,-18.3,0,233,275,109,245,17,35
1551,-17.9,0,157,338,195,99,13,30
1470,-18.3,2,130,272,174,252,15,32
1601,-17.7,2,88,266,108,328,10,47
1565,-18.4,10,113,157,118,433,2,16
1606,-16.8,0,32,271,26,78,174,91
1592,-16.8,0,31,248,18,93,140,125
1592,-16.8,0,17,184,27,89,161,164
1574,-18.2,0,19,38,94,459,16,146
1567,-17.3,0,39,13,36,134,15,291
1654,-17.8,0,29,31,85,714,4,61
